Sentence ID,System,Dataset,Edit Type,Input Text,Output Text,Input Index,Output Index,has_specialized_terms,contains_named_entity
DisSim_018,DisSim,cochrane,reorder,1134 women;,1134 women.,"[[188, 199]]","[[298, 309]]",FALSE,TRUE
DisSim_018,DisSim,cochrane,insertion,,RR 0.69 was,,"[[394, 405]]",FALSE,FALSE
DisSim_018,DisSim,cochrane,insertion,,3 studies were,,"[[468, 482]]",FALSE,FALSE
DisSim_018,DisSim,cochrane,reorder,371 infants;,371 infants.,"[[386, 398]]","[[483, 495]]",FALSE,TRUE
DisSim_019,DisSim,cochrane,insertion,,The evidence is very uncertain about the effect of supplementation with,,"[[186, 257]]",TRUE,FALSE
DisSim_019,DisSim,cochrane,insertion,,(RR not estimable ; very low‐certainty evidence),,"[[283, 331]]",TRUE,FALSE
DisSim_019,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_019,DisSim,cochrane,substitution,who,Women,"[[261, 264]]","[[387, 392]]",FALSE,FALSE
DisSim_019,DisSim,cochrane,insertion,,Women received,,"[[414, 428]]",FALSE,FALSE
DisSim_019,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_019,DisSim,cochrane,insertion,,This was to,,"[[478, 489]]",FALSE,FALSE
DisSim_019,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_019,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_019,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_020,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_020,DisSim,cochrane,insertion,,A tube is,,"[[54, 63]]",FALSE,FALSE
DisSim_020,DisSim,cochrane,reorder,misplaced in the trachea,misplaced in the trachea.,"[[19, 43]]","[[64, 89]]",TRUE,FALSE
DisSim_021,DisSim,cochrane,insertion,,This was,,"[[153, 161]]",FALSE,FALSE
DisSim_021,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_022,DisSim,cochrane,insertion,,This is,,"[[66, 73]]",FALSE,FALSE
DisSim_022,DisSim,cochrane,insertion,,This is,,"[[112, 119]]",FALSE,FALSE
DisSim_022,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_022,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_022,DisSim,cochrane,reorder,"Based on limited evidence,",based on limited evidence.,"[[0, 26]]","[[120, 146]]",TRUE,FALSE
DisSim_023,DisSim,cochrane,insertion,,Calcium channel blockers (CCBs),,"[[157, 188]]",TRUE,FALSE
DisSim_023,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_023,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_023,DisSim,cochrane,reorder,the evidence for other BP‐lowering treatments was limited.,The evidence for other BP‐lowering treatments was limited.,"[[124, 182]]","[[35, 93]]",TRUE,FALSE
DisSim_024,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_025,DisSim,cochrane,insertion,,CCBs probably reduce,,"[[41, 61]]",TRUE,FALSE
DisSim_025,DisSim,cochrane,insertion,,This is,,"[[77, 84]]",FALSE,FALSE
DisSim_025,DisSim,cochrane,reorder,"Compared to placebo or standard care alone,",compared to placebo or standard care alone.,"[[0, 43]]","[[85, 128]]",FALSE,FALSE
DisSim_025,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_025,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_026,DisSim,cochrane,insertion,,Fatal was,,"[[147, 156]]",FALSE,FALSE
DisSim_026,DisSim,cochrane,reorder,fatal or nonfatal stroke),fatal or nonfatal stroke.,"[[155, 180]]","[[157, 182]]",FALSE,FALSE
DisSim_026,DisSim,cochrane,reorder,"nonfatal myocardial infarction,",Nonfatal myocardial infarction,"[[123, 154]]","[[186, 216]]",TRUE,FALSE
DisSim_026,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_026,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_026,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_026,DisSim,cochrane,insertion,,was fatal or nonfatal stroke.,,"[[217, 246]]",TRUE,FALSE
DisSim_027,DisSim,cochrane,reorder,"For kidney transplant recipients,",for kidney transplant recipients.,"[[0, 33]]","[[142, 175]]",TRUE,FALSE
DisSim_027,DisSim,cochrane,insertion,,This is,,"[[134, 141]]",FALSE,FALSE
DisSim_027,DisSim,cochrane,insertion,,This was,,"[[78, 86]]",FALSE,FALSE
DisSim_027,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_027,DisSim,cochrane,deletion,while,,"[[152, 157]]",,FALSE,FALSE
DisSim_027,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_027,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_028,DisSim,cochrane,insertion,,This was,,"[[65, 73]]",FALSE,FALSE
DisSim_028,DisSim,cochrane,insertion,,This was,,"[[129, 137]]",FALSE,FALSE
DisSim_028,DisSim,cochrane,insertion,,to the repair and regeneration of,,"[[138, 171]]",FALSE,FALSE
DisSim_028,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_028,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_029,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_030,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_031,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_031,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_031,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_031,DisSim,cochrane,insertion,,This was,,"[[48, 56]]",FALSE,FALSE
DisSim_031,DisSim,cochrane,insertion,,This was,,"[[180, 188]]",FALSE,FALSE
DisSim_031,DisSim,cochrane,reorder,to confirm this.,to confirm this.,"[[244, 260]]","[[189, 205]]",FALSE,FALSE
DisSim_032,DisSim,cochrane,insertion,,This is,,"[[46, 53]]",FALSE,FALSE
DisSim_032,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_033,DisSim,cochrane,insertion,,This is,,"[[104, 111]]",FALSE,FALSE
DisSim_033,DisSim,cochrane,insertion,,This is,,"[[55, 62]]",FALSE,FALSE
DisSim_033,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_033,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_034,DisSim,cochrane,no_edit,,,,,FALSE,FALSE
DisSim_035,DisSim,cochrane,insertion,,(atopic dermatitis),,"[[86, 105]]",TRUE,FALSE
DisSim_035,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_036,DisSim,cochrane,no_edit,,,,,FALSE,FALSE
DisSim_037,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_037,DisSim,cochrane,insertion,,was,,"[[137, 140]]",FALSE,FALSE
DisSim_037,DisSim,cochrane,insertion,,The full spectrum of eczema severity,,"[[100, 136]]",FALSE,FALSE
DisSim_038,DisSim,cochrane,insertion,,were a median of 21 and 28 days (ranging from 7 days to 5 years).,,"[[108, 173]]",FALSE,FALSE
DisSim_038,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_038,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_038,DisSim,cochrane,insertion,,This was,,"[[177, 185]]",FALSE,FALSE
DisSim_038,DisSim,cochrane,reorder,trial participation,Trial participation,"[[23, 42]]","[[88, 107]]",TRUE,FALSE
DisSim_039,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_039,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_039,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_039,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_039,DisSim,cochrane,reorder,reporting skin thinning,reporting skin thinning.,"[[17, 40]]","[[200, 224]]",FALSE,FALSE
DisSim_039,DisSim,cochrane,insertion,,Increased skin,,"[[58, 72]]",FALSE,FALSE
DisSim_039,DisSim,cochrane,insertion,,was,,"[[73, 76]]",FALSE,FALSE
DisSim_039,DisSim,cochrane,reorder,range 1‐16 weeks),range 1‐16 weeks.,"[[120, 137]]","[[282, 299]]",FALSE,TRUE
DisSim_039,DisSim,cochrane,insertion,,Median 3 weeks are,,"[[263, 281]]",FALSE,FALSE
DisSim_039,DisSim,cochrane,insertion,,TCS is,,"[[228, 234]]",TRUE,FALSE
DisSim_039,DisSim,cochrane,insertion,,25 trials were,,"[[185, 199]]",FALSE,FALSE
DisSim_040,DisSim,cochrane,reorder,living with HIV (PLWH),living with HIV (PLWH).,"[[43, 65]]","[[116, 139]]",TRUE,TRUE
DisSim_040,DisSim,cochrane,insertion,,People are,,"[[105, 115]]",FALSE,FALSE
DisSim_040,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_041,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_041,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_041,DisSim,cochrane,insertion,,People were,,"[[138, 149]]",FALSE,FALSE
DisSim_041,DisSim,cochrane,insertion,,This was,,"[[112, 120]]",FALSE,FALSE
DisSim_042,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_042,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_042,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_042,DisSim,cochrane,insertion,,delivered directly to PLWH aged 18 years and over,,"[[219, 268]]",FALSE,FALSE
DisSim_042,DisSim,cochrane,insertion,,This was,,"[[285, 293]]",FALSE,FALSE
DisSim_042,DisSim,cochrane,insertion,,for tobacco use cessation.,,"[[294, 320]]",FALSE,FALSE
DisSim_042,DisSim,cochrane,deletion,who,,"[[208, 211]]",,FALSE,FALSE
DisSim_043,DisSim,cochrane,insertion,,RCTs was,,"[[151, 159]]",FALSE,FALSE
DisSim_043,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_043,DisSim,cochrane,insertion,,This was,,"[[101, 109]]",FALSE,FALSE
DisSim_043,DisSim,cochrane,reorder,other non‐randomised controlled studies,other non‐randomised controlled studies.,"[[35, 74]]","[[234, 274]]",TRUE,FALSE
DisSim_043,DisSim,cochrane,reorder,"(e.g. controlled before and after studies),",(e.g. controlled before and after studies).,"[[75, 118]]","[[171, 214]]",TRUE,FALSE
DisSim_043,DisSim,cochrane,insertion,,Quasi‐rcts were,,"[[218, 233]]",FALSE,FALSE
DisSim_043,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_043,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_043,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_043,DisSim,cochrane,insertion,,We also,,"[[26, 33]]",FALSE,FALSE
DisSim_044,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_044,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_044,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_044,DisSim,cochrane,insertion,,This was,,"[[171, 179]]",FALSE,FALSE
DisSim_044,DisSim,cochrane,insertion,,This was,,"[[211, 219]]",FALSE,FALSE
DisSim_044,DisSim,cochrane,insertion,,compared with,,"[[220, 233]]",FALSE,FALSE
DisSim_044,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_044,DisSim,cochrane,insertion,,This was,,"[[95, 103]]",FALSE,FALSE
DisSim_044,DisSim,cochrane,insertion,,was,,"[[121, 124]]",FALSE,FALSE
DisSim_045,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_046,DisSim,cochrane,insertion,,This was,,"[[87, 95]]",FALSE,FALSE
DisSim_046,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_046,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_046,DisSim,cochrane,insertion,,Participants were,,"[[134, 151]]",FALSE,FALSE
DisSim_047,DisSim,cochrane,insertion,,No studies assessed,,"[[120, 139]]",FALSE,FALSE
DisSim_047,DisSim,cochrane,insertion,,No studies assessed,,"[[47, 66]]",FALSE,FALSE
DisSim_047,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_047,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_047,DisSim,cochrane,insertion,,No studies assessed,,"[[167, 186]]",FALSE,FALSE
DisSim_047,DisSim,cochrane,split,,,,,FALSE,FALSE
DisSim_048,DisSim,cochrane,no_edit,,,,,FALSE,FALSE
DisSim_049,DisSim,cochrane,no_edit,,,,,FALSE,FALSE
DisSim_050,DisSim,cochrane,no_edit,,,,,FALSE,FALSE
ChatGPT_001,ChatGPT,scotus,substitution,"timely,","on time,","[[48, 55]]","[[40, 48]]",FALSE,FALSE
ChatGPT_001,ChatGPT,scotus,substitution,must interpret,needs to understand,"[[66, 80]]","[[59, 78]]",FALSE,FALSE
ChatGPT_001,ChatGPT,scotus,split,,,,,FALSE,FALSE
ChatGPT_001,ChatGPT,scotus,substitution,provides,says,"[[97, 105]]","[[105, 109]]",FALSE,FALSE
ChatGPT_001,ChatGPT,scotus,substitution,civil actions,lawsuits,"[[111, 124]]","[[115, 123]]",TRUE,FALSE
ChatGPT_001,ChatGPT,scotus,substitution,of action,to sue,"[[231, 240]]","[[197, 203]]",TRUE,FALSE
ChatGPT_001,ChatGPT,scotus,substitution,first accrues.”,starts.,"[[241, 256]]","[[204, 211]]",FALSE,TRUE
ChatGPT_001,ChatGPT,scotus,structure,,,,,FALSE,FALSE
ChatGPT_002,ChatGPT,scotus,substitution,"approach,","method,","[[101, 110]]","[[75, 82]]",FALSE,FALSE
ChatGPT_002,ChatGPT,scotus,deletion,While,,"[[0, 5]]",,FALSE,FALSE
ChatGPT_002,ChatGPT,scotus,insertion,,but,,"[[83, 86]]",FALSE,FALSE
ChatGPT_002,ChatGPT,scotus,substitution,be interpreted to adopt,use,"[[48, 71]]","[[42, 45]]",TRUE,FALSE
ChatGPT_002,ChatGPT,scotus,insertion,,to the,,"[[137, 143]]",FALSE,FALSE
ChatGPT_002,ChatGPT,scotus,reorder,specific.,specific,"[[176, 185]]","[[128, 136]]",FALSE,FALSE
ChatGPT_003,ChatGPT,scotus,substitution,contemporaneous,from that time,"[[13, 28]]","[[26, 40]]",TRUE,FALSE
ChatGPT_003,ChatGPT,scotus,deletion,also,,"[[42, 46]]",,FALSE,FALSE
ChatGPT_003,ChatGPT,scotus,substitution,explained that,said,"[[47, 61]]","[[41, 45]]",FALSE,FALSE
ChatGPT_003,ChatGPT,scotus,substitution,accrues,starts,"[[80, 87]]","[[64, 70]]",TRUE,FALSE
ChatGPT_003,ChatGPT,scotus,substitution,that damage is sustained,"damage happens,","[[103, 127]]","[[83, 98]]",TRUE,FALSE
ChatGPT_003,ChatGPT,scotus,deletion,and,,"[[128, 131]]",,FALSE,FALSE
ChatGPT_003,ChatGPT,scotus,substitution,"which ultimately produce injury.""",leading to the damage,"[[177, 210]]","[[119, 140]]",TRUE,FALSE
ChatGPT_003,ChatGPT,scotus,substitution,causes are set in motion,events | begin.,"[[152, 176]]","[[112, 118], [141, 147]]",TRUE,FALSE
ChatGPT_004,ChatGPT,scotus,substitution,leaves open the possibility that,allows | to,"[[10, 42]]","[[10, 16], [25, 27]]",FALSE,FALSE
ChatGPT_004,ChatGPT,scotus,substitution,"that person,",them,"[[167, 179]]","[[69, 73]]",FALSE,FALSE
ChatGPT_004,ChatGPT,scotus,substitution,the agency relies on that rule in enforcement proceedings,it is used,"[[101, 158]]","[[50, 60]]",TRUE,FALSE
ChatGPT_004,ChatGPT,scotus,insertion,,"in enforcement,",,"[[74, 89]]",TRUE,FALSE
ChatGPT_004,ChatGPT,scotus,structure,,,,,FALSE,FALSE
ChatGPT_004,ChatGPT,scotus,structure,,,,,FALSE,FALSE
ChatGPT_004,ChatGPT,scotus,deletion,to,,"[[86, 88]]",,FALSE,FALSE
ChatGPT_005,ChatGPT,scotus,substitution,grant | a cause of action,give | the right to sue,"[[19, 24], [37, 54]]","[[19, 23], [36, 52]]",TRUE,FALSE
ChatGPT_005,ChatGPT,scotus,substitution,subject to,under,"[[55, 65]]","[[53, 58]]",TRUE,FALSE
ChatGPT_005,ChatGPT,scotus,substitution,window,time limit,"[[108, 114]]","[[101, 111]]",FALSE,FALSE
ChatGPT_005,ChatGPT,scotus,insertion,,for,,"[[112, 115]]",FALSE,FALSE
ChatGPT_005,ChatGPT,scotus,deletion,within which,,"[[115, 127]]",,FALSE,FALSE
ChatGPT_005,ChatGPT,scotus,substitution,can assert its,to make its,"[[140, 154]]","[[128, 139]]",FALSE,FALSE
ChatGPT_006,ChatGPT,scotus,substitution,plaintiffs,people,"[[33, 43]]","[[32, 38]]",TRUE,FALSE
ChatGPT_006,ChatGPT,scotus,split,,,,,FALSE,FALSE
ChatGPT_006,ChatGPT,scotus,substitution,reflect a ‘legislative judgment,mean,"[[112, 143]]","[[99, 103]]",TRUE,FALSE
ChatGPT_006,ChatGPT,scotus,substitution,the legislatively determined period of time.’,set time decided by law.,"[[197, 242]]","[[159, 183]]",TRUE,FALSE
ChatGPT_006,ChatGPT,scotus,structure,,,,,FALSE,FALSE
ChatGPT_007,ChatGPT,scotus,deletion,thereby,,"[[33, 40]]",,FALSE,FALSE
ChatGPT_007,ChatGPT,scotus,substitution,decouple,separate,"[[41, 49]]","[[33, 41]]",TRUE,FALSE
ChatGPT_007,ChatGPT,scotus,substitution,statute of limitations,time limit,"[[54, 76]]","[[46, 56]]",TRUE,FALSE
ChatGPT_007,ChatGPT,scotus,substitution,plaintiff,person,"[[150, 159]]","[[99, 105]]",TRUE,FALSE
ChatGPT_007,ChatGPT,scotus,substitution,‘such that the limitations period begins to run,making it start before,"[[93, 140]]","[[74, 96]]",TRUE,FALSE
ChatGPT_007,ChatGPT,scotus,substitution,"some, but not all,",but only for some,"[[181, 199]]","[[123, 140]]",FALSE,FALSE
ChatGPT_007,ChatGPT,scotus,substitution,governed,under,"[[206, 214]]","[[147, 152]]",FALSE,FALSE
ChatGPT_008,ChatGPT,scotus,substitution,arguments to the contrary,counterarguments,"[[12, 37]]","[[12, 28]]",TRUE,FALSE
ChatGPT_008,ChatGPT,scotus,structure,,,,,FALSE,FALSE
ChatGPT_009,ChatGPT,scotus,substitution,Departing from,Leaving,"[[0, 14]]","[[0, 7]]",TRUE,FALSE
ChatGPT_009,ChatGPT,scotus,substitution,particularly inappropriate,not right,"[[39, 65]]","[[32, 41]]",FALSE,FALSE
ChatGPT_009,ChatGPT,scotus,reorder,1948,1948,"[[133, 137]]","[[65, 69]]",FALSE,TRUE
ChatGPT_009,ChatGPT,scotus,substitution,create a limitations period that begins,start the time limit,"[[150, 189]]","[[101, 121]]",TRUE,FALSE
ChatGPT_009,ChatGPT,scotus,deletion,in,,"[[130, 132]]",,FALSE,FALSE
ChatGPT_009,ChatGPT,scotus,substitution,contemporaneous statutes,laws from,"[[79, 103]]","[[55, 64]]",TRUE,FALSE
ChatGPT_010,ChatGPT,scotus,deletion,While,,"[[0, 5]]",,FALSE,FALSE
ChatGPT_010,ChatGPT,scotus,split,,,,,FALSE,FALSE
ChatGPT_010,ChatGPT,scotus,substitution,the | that are subject to judicial review.,which | can be reviewed by a court.,"[[70, 73], [89, 125]]","[[64, 69], [85, 112]]",FALSE,FALSE
ChatGPT_010,ChatGPT,scotus,structure,,,,,FALSE,FALSE
ChatGPT_011,ChatGPT,scotus,substitution,constitutes,is,"[[22, 33]]","[[22, 24]]",FALSE,FALSE
ChatGPT_011,ChatGPT,scotus,substitution,background presumption.,starting point.,"[[43, 66]]","[[34, 49]]",TRUE,FALSE
ChatGPT_012,ChatGPT,scotus,substitution,dicta.,comments.,"[[96, 102]]","[[86, 95]]",TRUE,FALSE
ChatGPT_012,ChatGPT,scotus,substitution,marshal,find,"[[71, 78]]","[[64, 68]]",FALSE,FALSE
ChatGPT_012,ChatGPT,scotus,substitution,Notwithstanding,Despite,"[[0, 15]]","[[0, 7]]",FALSE,FALSE
ChatGPT_012,ChatGPT,scotus,substitution,"holding,","decision,","[[29, 37]]","[[21, 30]]",FALSE,FALSE
ChatGPT_013,ChatGPT,scotus,substitution,"Absent vacatur,","Without cancellation,","[[0, 15]]","[[0, 21]]",TRUE,FALSE
ChatGPT_013,ChatGPT,scotus,substitution,a,one,"[[31, 32]]","[[39, 42]]",FALSE,FALSE
ChatGPT_013,ChatGPT,scotus,substitution,extend,apply,"[[77, 83]]","[[87, 92]]",FALSE,FALSE
ChatGPT_013,ChatGPT,scotus,substitution,other regulated parties.,others.,"[[87, 111]]","[[96, 103]]",FALSE,FALSE
ChatGPT_014,ChatGPT,scotus,substitution,de facto,effectively,"[[51, 59]]","[[51, 62]]",TRUE,FALSE
ChatGPT_014,ChatGPT,scotus,substitution,overrule,overturn,"[[60, 68]]","[[63, 71]]",FALSE,FALSE
ChatGPT_014,ChatGPT,scotus,substitution,as to suits,for lawsuits,"[[89, 100]]","[[92, 104]]",TRUE,FALSE
ChatGPT_015,ChatGPT,scotus,substitution,— the constitutionally impermissible and permissible both —,"both allowed and not allowed by the Constitution,","[[105, 164]]","[[62, 111]]",FALSE,FALSE
ChatGPT_015,ChatGPT,scotus,substitution,the two sets.,them.,"[[177, 190]]","[[124, 129]]",FALSE,TRUE
ChatGPT_015,ChatGPT,scotus,deletion,"To decide the facial challenges here,",,"[[0, 37]]",,TRUE,FALSE
ChatGPT_015,ChatGPT,scotus,deletion,below,,"[[49, 54]]",,FALSE,FALSE
ChatGPT_015,ChatGPT,scotus,substitution,explore,look at,"[[60, 67]]","[[16, 23]]",FALSE,FALSE
ChatGPT_015,ChatGPT,scotus,structure,,,,,FALSE,FALSE
ChatGPT_016,ChatGPT,scotus,substitution,precedent,rules,"[[80, 89]]","[[75, 80]]",TRUE,FALSE
ChatGPT_016,ChatGPT,scotus,substitution,principle.,ideas.,"[[94, 104]]","[[85, 91]]",TRUE,FALSE
ChatGPT_016,ChatGPT,scotus,substitution,rest on,be,"[[26, 33]]","[[26, 28]]",FALSE,FALSE
ChatGPT_017,ChatGPT,scotus,substitution,repeatedly faced the question whether,often asked if,"[[49, 86]]","[[8, 22]]",FALSE,FALSE
ChatGPT_017,ChatGPT,scotus,substitution,ordering a party to provide a forum,making someone give a place,"[[87, 122]]","[[23, 50]]",TRUE,FALSE
ChatGPT_017,ChatGPT,scotus,substitution,someone,another's,"[[127, 134]]","[[55, 64]]",FALSE,FALSE
ChatGPT_017,ChatGPT,scotus,substitution,implicates,affects,"[[148, 158]]","[[71, 78]]",TRUE,FALSE
ChatGPT_017,ChatGPT,scotus,deletion,That controversy sounds a familiar note:,,"[[0, 40]]",,FALSE,FALSE
ChatGPT_018,ChatGPT,scotus,substitution,repeatedly held,said many times,"[[14, 29]]","[[14, 29]]",FALSE,FALSE
ChatGPT_018,ChatGPT,scotus,substitution,ordering a party to provide a forum for someone else’s,that forcing someone to host another person's,"[[35, 89]]","[[30, 75]]",TRUE,FALSE
ChatGPT_018,ChatGPT,scotus,substitution,implicates,affects,"[[96, 106]]","[[82, 89]]",TRUE,FALSE
ChatGPT_018,ChatGPT,scotus,deletion,"if, though",,"[[127, 137]]",,FALSE,FALSE
ChatGPT_018,ChatGPT,scotus,substitution,regulated party,the person being forced,"[[151, 166]]","[[118, 141]]",TRUE,FALSE
ChatGPT_018,ChatGPT,scotus,insertion,,their own message.,,"[[224, 242]]",FALSE,FALSE
ChatGPT_018,ChatGPT,scotus,substitution,"engaged in its own expressive activity,",already sharing their own views,"[[170, 209]]","[[145, 176]]",TRUE,FALSE
ChatGPT_018,ChatGPT,scotus,substitution,which the mandated access,and the forced views,"[[210, 235]]","[[177, 197]]",FALSE,FALSE
ChatGPT_019,ChatGPT,scotus,substitution,that slew of,those many,"[[5, 17]]","[[5, 15]]",FALSE,FALSE
ChatGPT_019,ChatGPT,scotus,substitution,general,main,"[[42, 49]]","[[40, 44]]",FALSE,FALSE
ChatGPT_019,ChatGPT,scotus,substitution,emerge.,appear.,"[[57, 64]]","[[52, 59]]",FALSE,FALSE
ChatGPT_020,ChatGPT,scotus,deletion,"First,",,"[[0, 6]]",,FALSE,TRUE
ChatGPT_020,ChatGPT,scotus,substitution,offers protection when,protects,"[[27, 49]]","[[20, 28]]",FALSE,FALSE
ChatGPT_020,ChatGPT,scotus,substitution,product of its own,"its own product,","[[128, 146]]","[[85, 101]]",FALSE,FALSE
ChatGPT_020,ChatGPT,scotus,deletion,an expressive,,"[[114, 127]]",,TRUE,FALSE
ChatGPT_020,ChatGPT,scotus,insertion,,even if it,,"[[102, 112]]",FALSE,FALSE
ChatGPT_020,ChatGPT,scotus,deletion,is directed to accommodate,,"[[147, 173]]",,FALSE,FALSE
ChatGPT_020,ChatGPT,scotus,insertion,,some,,"[[132, 136]]",FALSE,FALSE
ChatGPT_020,ChatGPT,scotus,reorder,messages,messages.,"[[174, 182]]","[[137, 146]]",FALSE,FALSE
ChatGPT_020,ChatGPT,scotus,deletion,it would,,"[[183, 191]]",,FALSE,FALSE
ChatGPT_020,ChatGPT,scotus,structure,,,,,FALSE,FALSE
ChatGPT_021,ChatGPT,scotus,substitution,order of business,step,"[[9, 26]]","[[9, 13]]",FALSE,FALSE
ChatGPT_021,ChatGPT,scotus,substitution,of the laws’ applications,parts of the laws,"[[46, 71]]","[[33, 50]]",TRUE,FALSE
ChatGPT_021,ChatGPT,scotus,substitution,violate,break,"[[72, 79]]","[[51, 56]]",FALSE,FALSE
ChatGPT_021,ChatGPT,scotus,substitution,to measure | against,compare | to,"[[105, 115], [121, 128]]","[[81, 88], [94, 96]]",TRUE,FALSE
ChatGPT_022,ChatGPT,scotus,reorder,"To ensure “the free exchange of ideas and information,”",to ensure the free exchange of ideas and information.,"[[0, 55]]","[[95, 148]]",FALSE,FALSE
ChatGPT_022,ChatGPT,scotus,substitution,abide by,follow,"[[97, 105]]","[[42, 48]]",FALSE,FALSE
ChatGPT_022,ChatGPT,scotus,substitution,the following,these,"[[106, 119]]","[[49, 54]]",FALSE,FALSE
ChatGPT_022,ChatGPT,scotus,substitution,requirements.,rules,"[[154, 167]]","[[89, 94]]",FALSE,FALSE
ChatGPT_023,ChatGPT,scotus,substitution,allows,lets,"[[17, 23]]","[[17, 21]]",FALSE,FALSE
ChatGPT_023,ChatGPT,scotus,deletion,“directly,,"[[215, 224]]",,FALSE,FALSE
ChatGPT_023,ChatGPT,scotus,substitution,criminal activity,crime,"[[233, 250]]","[[158, 163]]",FALSE,FALSE
ChatGPT_023,ChatGPT,scotus,substitution,consists of specific threats of,threatens,"[[254, 285]]","[[167, 176]]",TRUE,FALSE
ChatGPT_023,ChatGPT,scotus,deletion,targeted against a person or group,,"[[295, 329]]",,FALSE,FALSE
ChatGPT_023,ChatGPT,scotus,substitution,because of,based on,"[[330, 340]]","[[186, 194]]",FALSE,FALSE
ChatGPT_023,ChatGPT,scotus,deletion,"or ancestry,",,"[[392, 404]]",,FALSE,FALSE
ChatGPT_023,ChatGPT,scotus,substitution,speech that is otherwise unlawful,any other unlawful speech,"[[456, 489]]","[[300, 325]]",FALSE,FALSE
ChatGPT_023,ChatGPT,scotus,insertion,,speech that,,"[[329, 340]]",FALSE,FALSE
ChatGPT_023,ChatGPT,scotus,substitution,sexually exploits children or survivors of sexual abuse;,"sexual abuse of children or survivors,","[[146, 202]]","[[99, 137]]",FALSE,FALSE
ChatGPT_023,ChatGPT,scotus,substitution,the platform is told,involves,"[[125, 145]]","[[90, 98]]",FALSE,FALSE
ChatGPT_023,ChatGPT,scotus,structure,,,,,FALSE,FALSE
ChatGPT_024,ChatGPT,scotus,substitution,contends,argues,"[[10, 18]]","[[10, 16]]",FALSE,FALSE
ChatGPT_024,ChatGPT,scotus,substitution,statutes,laws,"[[46, 54]]","[[44, 48]]",TRUE,FALSE
ChatGPT_024,ChatGPT,scotus,substitution,facially,always,"[[55, 63]]","[[49, 55]]",TRUE,FALSE
ChatGPT_024,ChatGPT,scotus,substitution,violating,breaking,"[[183, 192]]","[[136, 144]]",FALSE,FALSE
