Sentence ID,Source,Target,System,Dataset,Family,Edit Type,Edit Sub-Type,Edit Classification,Structure Sub-Type,Quality,Information Impact,Grammar Error,Significance,Input Index,Output Index,Constituent Edits,Is Constituent Edit,Parent Edit Type,Constituent Input Index,Constituent Output Index,Input Text,Output Text,has_specialized_terms,contains_named_entity
DisSim_042,"We included randomised controlled trials (RCTs) of individual‐/group‐level behavioural or pharmacological interventions, or both, for tobacco use cessation, delivered directly to PLWH aged 18 years and over, who use tobacco.","We included randomised controlled trials (RCTs) of individual / group‐level behavioural or pharmacological interventions, or both. || Tobacco use cessation was delivered directly to PLWH aged 18 years and over. || Both delivered directly to PLWH aged 18 years and over use tobacco. || This was for tobacco use cessation.",DisSim,cochrane,Conceptual,insertion,,Trivial Insertion,,No Error,Elaboration,No,1,,"[[285, 293]]",0,False,,[],[],,This was,False,False
DisSim_042,"We included randomised controlled trials (RCTs) of individual‐/group‐level behavioural or pharmacological interventions, or both, for tobacco use cessation, delivered directly to PLWH aged 18 years and over, who use tobacco.","We included randomised controlled trials (RCTs) of individual / group‐level behavioural or pharmacological interventions, or both. || Tobacco use cessation was delivered directly to PLWH aged 18 years and over. || Both delivered directly to PLWH aged 18 years and over use tobacco. || This was for tobacco use cessation.",DisSim,cochrane,Conceptual,insertion,Repetition,Bad Insertion,,Error,Elaboration,No,2,,"[[294, 320]]",0,False,,[],[],,for tobacco use cessation.,False,False
DisSim_042,"We included randomised controlled trials (RCTs) of individual‐/group‐level behavioural or pharmacological interventions, or both, for tobacco use cessation, delivered directly to PLWH aged 18 years and over, who use tobacco.","We included randomised controlled trials (RCTs) of individual / group‐level behavioural or pharmacological interventions, or both. || Tobacco use cessation was delivered directly to PLWH aged 18 years and over. || Both delivered directly to PLWH aged 18 years and over use tobacco. || This was for tobacco use cessation.",DisSim,cochrane,Conceptual,deletion,Coreference,Bad Deletion,,Error,Generalization,No,2,"[[208, 211]]",,0,False,,[],[],who,,False,False
DisSim_043,"We also included RCTs, quasi‐RCTs, other non‐randomised controlled studies (e.g. controlled before and after studies), and interrupted time series studies of system‐change interventions for tobacco use cessation among PLWH. ",We also included RCTs. || We also interrupted time series studies of system‐change interventions. || This was for tobacco use cessation among PLWH. || RCTs was quasi‐rcts (e.g. controlled before and after studies). || Quasi‐rcts were other non‐randomised controlled studies.,DisSim,cochrane,Conceptual,insertion,Repetition,Bad Insertion,,Error,Elaboration,No,1,,"[[151, 159]]",0,False,,[],[],,RCTs was,False,False
DisSim_043,"We also included RCTs, quasi‐RCTs, other non‐randomised controlled studies (e.g. controlled before and after studies), and interrupted time series studies of system‐change interventions for tobacco use cessation among PLWH. ",We also included RCTs. || We also interrupted time series studies of system‐change interventions. || This was for tobacco use cessation among PLWH. || RCTs was quasi‐rcts (e.g. controlled before and after studies). || Quasi‐rcts were other non‐randomised controlled studies.,DisSim,cochrane,Syntax,split,Trivial Change,Trivial Split,,Trivial,Same Information,No,0,,,1,False,,[None],"[[[23, 25]]]",,,False,False
DisSim_043,"We also included RCTs, quasi‐RCTs, other non‐randomised controlled studies (e.g. controlled before and after studies), and interrupted time series studies of system‐change interventions for tobacco use cessation among PLWH. ",We also included RCTs. || We also interrupted time series studies of system‐change interventions. || This was for tobacco use cessation among PLWH. || RCTs was quasi‐rcts (e.g. controlled before and after studies). || Quasi‐rcts were other non‐randomised controlled studies.,DisSim,cochrane,Conceptual,insertion,,Trivial Insertion,,No Error,Elaboration,No,1,,"[[101, 109]]",0,False,,[],[],,This was,False,False
DisSim_043,"We also included RCTs, quasi‐RCTs, other non‐randomised controlled studies (e.g. controlled before and after studies), and interrupted time series studies of system‐change interventions for tobacco use cessation among PLWH. ",We also included RCTs. || We also interrupted time series studies of system‐change interventions. || This was for tobacco use cessation among PLWH. || RCTs was quasi‐rcts (e.g. controlled before and after studies). || Quasi‐rcts were other non‐randomised controlled studies.,DisSim,cochrane,Syntax,reorder,Bad Component Reorder,Bad Reorder,,Error,Same Information,No,2,"[[35, 74]]","[[234, 274]]",0,False,,[],[],other non‐randomised controlled studies,other non‐randomised controlled studies.,True,False
DisSim_043,"We also included RCTs, quasi‐RCTs, other non‐randomised controlled studies (e.g. controlled before and after studies), and interrupted time series studies of system‐change interventions for tobacco use cessation among PLWH. ",We also included RCTs. || We also interrupted time series studies of system‐change interventions. || This was for tobacco use cessation among PLWH. || RCTs was quasi‐rcts (e.g. controlled before and after studies). || Quasi‐rcts were other non‐randomised controlled studies.,DisSim,cochrane,Syntax,reorder,Bad Component Reorder,Bad Reorder,,Error,Same Information,No,2,"[[75, 118]]","[[171, 214]]",0,False,,[],[],"(e.g. controlled before and after studies),",(e.g. controlled before and after studies).,True,False
DisSim_043,"We also included RCTs, quasi‐RCTs, other non‐randomised controlled studies (e.g. controlled before and after studies), and interrupted time series studies of system‐change interventions for tobacco use cessation among PLWH. ",We also included RCTs. || We also interrupted time series studies of system‐change interventions. || This was for tobacco use cessation among PLWH. || RCTs was quasi‐rcts (e.g. controlled before and after studies). || Quasi‐rcts were other non‐randomised controlled studies.,DisSim,cochrane,Conceptual,insertion,Repetition,Bad Insertion,,Error,Elaboration,Yes,1,,"[[218, 233]]",0,False,,[],[],,Quasi‐rcts were,False,False
DisSim_043,"We also included RCTs, quasi‐RCTs, other non‐randomised controlled studies (e.g. controlled before and after studies), and interrupted time series studies of system‐change interventions for tobacco use cessation among PLWH. ",We also included RCTs. || We also interrupted time series studies of system‐change interventions. || This was for tobacco use cessation among PLWH. || RCTs was quasi‐rcts (e.g. controlled before and after studies). || Quasi‐rcts were other non‐randomised controlled studies.,DisSim,cochrane,Syntax,split,Trivial Change,Trivial Split,,Trivial,Same Information,No,0,,,1,False,,[None],"[[[98, 100]]]",,,False,False
DisSim_043,"We also included RCTs, quasi‐RCTs, other non‐randomised controlled studies (e.g. controlled before and after studies), and interrupted time series studies of system‐change interventions for tobacco use cessation among PLWH. ",We also included RCTs. || We also interrupted time series studies of system‐change interventions. || This was for tobacco use cessation among PLWH. || RCTs was quasi‐rcts (e.g. controlled before and after studies). || Quasi‐rcts were other non‐randomised controlled studies.,DisSim,cochrane,Syntax,split,Trivial Change,Trivial Split,,Trivial,Same Information,No,0,,,1,False,,[None],"[[[215, 217]]]",,,False,False
DisSim_043,"We also included RCTs, quasi‐RCTs, other non‐randomised controlled studies (e.g. controlled before and after studies), and interrupted time series studies of system‐change interventions for tobacco use cessation among PLWH. ",We also included RCTs. || We also interrupted time series studies of system‐change interventions. || This was for tobacco use cessation among PLWH. || RCTs was quasi‐rcts (e.g. controlled before and after studies). || Quasi‐rcts were other non‐randomised controlled studies.,DisSim,cochrane,Syntax,split,Bad Split,Bad Split,,Error,Same Information,No,1,,,1,False,,[None],"[[[148, 150]]]",,,False,False
DisSim_043,"We also included RCTs, quasi‐RCTs, other non‐randomised controlled studies (e.g. controlled before and after studies), and interrupted time series studies of system‐change interventions for tobacco use cessation among PLWH. ",We also included RCTs. || We also interrupted time series studies of system‐change interventions. || This was for tobacco use cessation among PLWH. || RCTs was quasi‐rcts (e.g. controlled before and after studies). || Quasi‐rcts were other non‐randomised controlled studies.,DisSim,cochrane,Lexical,insertion,Trivial Change,Trivial Insertion,,Trivial,Elaboration,Yes,0,,"[[26, 33]]",0,False,,[],[],,We also,False,False
DisSim_044,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates in PLWH randomised to receive behavioural support compared with brief advice or no intervention.,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates. || This was in PLWH. || PLWH was randomised to receive behavioural support. || This was compared with brief advice. || This was compared with no intervention.,DisSim,cochrane,Syntax,split,Sentence Split,Good Split,,No Error,Same Information,No,1,,,1,False,,[None],"[[[92, 94]]]",,,False,False
DisSim_044,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates in PLWH randomised to receive behavioural support compared with brief advice or no intervention.,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates. || This was in PLWH. || PLWH was randomised to receive behavioural support. || This was compared with brief advice. || This was compared with no intervention.,DisSim,cochrane,Syntax,split,Bad Split,Bad Split,,Error,Same Information,No,1,,,1,False,,[None],"[[[113, 115]]]",,,False,False
DisSim_044,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates in PLWH randomised to receive behavioural support compared with brief advice or no intervention.,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates. || This was in PLWH. || PLWH was randomised to receive behavioural support. || This was compared with brief advice. || This was compared with no intervention.,DisSim,cochrane,Syntax,split,Bad Split,Bad Split,,Error,Same Information,No,1,,,1,False,,[None],"[[[168, 170]]]",,,False,False
DisSim_044,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates in PLWH randomised to receive behavioural support compared with brief advice or no intervention.,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates. || This was in PLWH. || PLWH was randomised to receive behavioural support. || This was compared with brief advice. || This was compared with no intervention.,DisSim,cochrane,Conceptual,insertion,,Trivial Insertion,,No Error,Elaboration,No,1,,"[[171, 179]]",0,False,,[],[],,This was,False,False
DisSim_044,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates in PLWH randomised to receive behavioural support compared with brief advice or no intervention.,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates. || This was in PLWH. || PLWH was randomised to receive behavioural support. || This was compared with brief advice. || This was compared with no intervention.,DisSim,cochrane,Conceptual,insertion,,Trivial Insertion,,No Error,Elaboration,No,1,,"[[211, 219]]",0,False,,[],[],,This was,False,False
DisSim_044,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates in PLWH randomised to receive behavioural support compared with brief advice or no intervention.,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates. || This was in PLWH. || PLWH was randomised to receive behavioural support. || This was compared with brief advice. || This was compared with no intervention.,DisSim,cochrane,Conceptual,insertion,Repetition,Bad Insertion,,Error,Elaboration,No,1,,"[[220, 233]]",0,False,,[],[],,compared with,False,False
DisSim_044,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates in PLWH randomised to receive behavioural support compared with brief advice or no intervention.,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates. || This was in PLWH. || PLWH was randomised to receive behavioural support. || This was compared with brief advice. || This was compared with no intervention.,DisSim,cochrane,Syntax,split,Bad Split,Bad Split,,Error,Same Information,No,2,,,1,False,,"[[[168, 170]]]","[[[208, 210]]]",,,False,False
DisSim_044,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates in PLWH randomised to receive behavioural support compared with brief advice or no intervention.,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates. || This was in PLWH. || PLWH was randomised to receive behavioural support. || This was compared with brief advice. || This was compared with no intervention.,DisSim,cochrane,Conceptual,insertion,,Trivial Insertion,,No Error,Elaboration,No,1,,"[[95, 103]]",0,False,,[],[],,This was,False,False
DisSim_044,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates in PLWH randomised to receive behavioural support compared with brief advice or no intervention.,Low‐certainty evidence did not demonstrate a clear benefit for tobacco use cessation rates. || This was in PLWH. || PLWH was randomised to receive behavioural support. || This was compared with brief advice. || This was compared with no intervention.,DisSim,cochrane,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,Yes,1,,"[[121, 124]]",0,False,,[],[],,was,False,False
DisSim_045,Moderate‐certainty evidence suggested that varenicline may help more PLWH to quit smoking than placebo with no evidence of heterogeneity.,Moderate‐certainty evidence suggested. || Varenicline may help more PLWH to quit smoking than placebo with no evidence of heterogeneity.,DisSim,cochrane,Syntax,split,Bad Split,Bad Split,,Error,Same Information,No,2,,,1,False,,"[[[38, 42]]]","[[[39, 41]]]",,,False,False
DisSim_046,Low‐certainty evidence did not detect a difference between varenicline and placebo in the proportion of participants experiencing SAEs.,Low‐certainty evidence did not detect a difference between varenicline and placebo. || This was in the proportion of participants. || Participants were experiencing SAEs.,DisSim,cochrane,Conceptual,insertion,,Trivial Insertion,,No Error,Elaboration,No,1,,"[[87, 95]]",0,False,,[],[],,This was,False,False
DisSim_046,Low‐certainty evidence did not detect a difference between varenicline and placebo in the proportion of participants experiencing SAEs.,Low‐certainty evidence did not detect a difference between varenicline and placebo. || This was in the proportion of participants. || Participants were experiencing SAEs.,DisSim,cochrane,Syntax,split,Trivial Change,Trivial Split,,Trivial,Same Information,No,0,,,1,False,,[None],"[[[84, 86]]]",,,False,False
DisSim_046,Low‐certainty evidence did not detect a difference between varenicline and placebo in the proportion of participants experiencing SAEs.,Low‐certainty evidence did not detect a difference between varenicline and placebo. || This was in the proportion of participants. || Participants were experiencing SAEs.,DisSim,cochrane,Syntax,split,Bad Split,Bad Split,,Error,Same Information,No,2,,,1,False,,[None],"[[[131, 133]]]",,,False,False
DisSim_046,Low‐certainty evidence did not detect a difference between varenicline and placebo in the proportion of participants experiencing SAEs.,Low‐certainty evidence did not detect a difference between varenicline and placebo. || This was in the proportion of participants. || Participants were experiencing SAEs.,DisSim,cochrane,Conceptual,insertion,Repetition,Bad Insertion,,Error,Elaboration,No,1,,"[[134, 151]]",0,False,,[],[],,Participants were,False,False
DisSim_047,No studies assessed SAEs for the following: behavioural support plus NRT versus brief advice; varenicline versus NRT and cytisine versus NRT. ,No studies assessed SAEs for the following. || No studies assessed behavioural support plus NRT versus brief advice. || No studies assessed varenicline versus NRT. || No studies assessed cytisine versus NRT.,DisSim,cochrane,Conceptual,insertion,Repetition,Bad Insertion,,Error,Elaboration,No,1,,"[[120, 139]]",0,False,,[],[],,No studies assessed,False,False
DisSim_047,No studies assessed SAEs for the following: behavioural support plus NRT versus brief advice; varenicline versus NRT and cytisine versus NRT. ,No studies assessed SAEs for the following. || No studies assessed behavioural support plus NRT versus brief advice. || No studies assessed varenicline versus NRT. || No studies assessed cytisine versus NRT.,DisSim,cochrane,Conceptual,insertion,Repetition,Bad Insertion,,Error,Elaboration,No,1,,"[[47, 66]]",0,False,,[],[],,No studies assessed,False,False
DisSim_047,No studies assessed SAEs for the following: behavioural support plus NRT versus brief advice; varenicline versus NRT and cytisine versus NRT. ,No studies assessed SAEs for the following. || No studies assessed behavioural support plus NRT versus brief advice. || No studies assessed varenicline versus NRT. || No studies assessed cytisine versus NRT.,DisSim,cochrane,Syntax,split,Bad Split,Bad Split,,Error,Same Information,No,2,,,1,False,,[None],"[[[44, 46]]]",,,False,False
DisSim_047,No studies assessed SAEs for the following: behavioural support plus NRT versus brief advice; varenicline versus NRT and cytisine versus NRT. ,No studies assessed SAEs for the following. || No studies assessed behavioural support plus NRT versus brief advice. || No studies assessed varenicline versus NRT. || No studies assessed cytisine versus NRT.,DisSim,cochrane,Syntax,split,Trivial Change,Trivial Split,,Trivial,Same Information,No,0,,,1,False,,[None],"[[[117, 119]]]",,,False,False
DisSim_047,No studies assessed SAEs for the following: behavioural support plus NRT versus brief advice; varenicline versus NRT and cytisine versus NRT. ,No studies assessed SAEs for the following. || No studies assessed behavioural support plus NRT versus brief advice. || No studies assessed varenicline versus NRT. || No studies assessed cytisine versus NRT.,DisSim,cochrane,Conceptual,insertion,Repetition,Bad Insertion,,Error,Elaboration,No,1,,"[[167, 186]]",0,False,,[],[],,No studies assessed,False,False
DisSim_047,No studies assessed SAEs for the following: behavioural support plus NRT versus brief advice; varenicline versus NRT and cytisine versus NRT. ,No studies assessed SAEs for the following. || No studies assessed behavioural support plus NRT versus brief advice. || No studies assessed varenicline versus NRT. || No studies assessed cytisine versus NRT.,DisSim,cochrane,Syntax,split,Trivial Change,Trivial Split,,Trivial,Same Information,No,0,,,1,False,,[None],"[[[164, 166]]]",,,False,False
DisSim_048,Repetitive transcranial magnetic stimulation (rTMS) is a non‐invasive therapy involving induction of electrical currents in cortical brain tissue.,Repetitive transcranial magnetic stimulation (rTMS) is a non‐invasive therapy involving induction of electrical currents in cortical brain tissue.,DisSim,cochrane,,no_edit,,,,,,No,1,,,0,False,,,,,,False,False
DisSim_049,Current pharmacological and psychotherapeutic treatments for PTSD are associated with inadequate symptom improvement and high dropout rates. ,Current pharmacological and psychotherapeutic treatments for PTSD are associated with inadequate symptom improvement and high dropout rates.,DisSim,cochrane,,no_edit,,,,,,No,1,,,0,False,,,,,,False,False
DisSim_050,The evidence is very uncertain about the effect of active rTMS on serious adverse events.,The evidence is very uncertain about the effect of active rTMS on serious adverse events.,DisSim,cochrane,,no_edit,,,,,,No,1,,,0,False,,,,,,False,False
ChatGPT_001,"To determine whether Corner Post’s APA claim is timely, the Court must interpret §2401(a), which provides that civil actions against the United States “shall be barred unless the complaint is filed within six years after the right of action first accrues.”","To decide if Corner Post’s APA claim is on time, the Court needs to understand §2401(a). || This section says that lawsuits against the United States must be filed within six years after the right to sue starts.",ChatGPT,scotus,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[48, 55]]","[[40, 48]]",0,False,,[],[],"timely,","on time,",False,False
ChatGPT_001,"To determine whether Corner Post’s APA claim is timely, the Court must interpret §2401(a), which provides that civil actions against the United States “shall be barred unless the complaint is filed within six years after the right of action first accrues.”","To decide if Corner Post’s APA claim is on time, the Court needs to understand §2401(a). || This section says that lawsuits against the United States must be filed within six years after the right to sue starts.",ChatGPT,scotus,Conceptual,substitution,Information Rewrite,Bad Substitution,,Error,Same Information,No,1,"[[66, 80]]","[[59, 78]]",0,False,,[],[],must interpret,needs to understand,False,False
ChatGPT_001,"To determine whether Corner Post’s APA claim is timely, the Court must interpret §2401(a), which provides that civil actions against the United States “shall be barred unless the complaint is filed within six years after the right of action first accrues.”","To decide if Corner Post’s APA claim is on time, the Court needs to understand §2401(a). || This section says that lawsuits against the United States must be filed within six years after the right to sue starts.",ChatGPT,scotus,Syntax,split,Sentence Split,Good Split,,No Error,Same Information,No,1,,,1,False,,"[[[91, 96]]]","[[[89, 104]]]",,,False,False
ChatGPT_001,"To determine whether Corner Post’s APA claim is timely, the Court must interpret §2401(a), which provides that civil actions against the United States “shall be barred unless the complaint is filed within six years after the right of action first accrues.”","To decide if Corner Post’s APA claim is on time, the Court needs to understand §2401(a). || This section says that lawsuits against the United States must be filed within six years after the right to sue starts.",ChatGPT,scotus,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[97, 105]]","[[105, 109]]",0,False,,[],[],provides,says,False,False
ChatGPT_001,"To determine whether Corner Post’s APA claim is timely, the Court must interpret §2401(a), which provides that civil actions against the United States “shall be barred unless the complaint is filed within six years after the right of action first accrues.”","To decide if Corner Post’s APA claim is on time, the Court needs to understand §2401(a). || This section says that lawsuits against the United States must be filed within six years after the right to sue starts.",ChatGPT,scotus,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[111, 124]]","[[115, 123]]",0,False,,[],[],civil actions,lawsuits,True,False
ChatGPT_001,"To determine whether Corner Post’s APA claim is timely, the Court must interpret §2401(a), which provides that civil actions against the United States “shall be barred unless the complaint is filed within six years after the right of action first accrues.”","To decide if Corner Post’s APA claim is on time, the Court needs to understand §2401(a). || This section says that lawsuits against the United States must be filed within six years after the right to sue starts.",ChatGPT,scotus,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[231, 240]]","[[197, 203]]",0,False,,[],[],of action,to sue,True,False
ChatGPT_001,"To determine whether Corner Post’s APA claim is timely, the Court must interpret §2401(a), which provides that civil actions against the United States “shall be barred unless the complaint is filed within six years after the right of action first accrues.”","To decide if Corner Post’s APA claim is on time, the Court needs to understand §2401(a). || This section says that lawsuits against the United States must be filed within six years after the right to sue starts.",ChatGPT,scotus,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[241, 256]]","[[204, 211]]",0,False,,[],[],first accrues.”,starts.,False,True
ChatGPT_001,"To determine whether Corner Post’s APA claim is timely, the Court must interpret §2401(a), which provides that civil actions against the United States “shall be barred unless the complaint is filed within six years after the right of action first accrues.”","To decide if Corner Post’s APA claim is on time, the Court needs to understand §2401(a). || This section says that lawsuits against the United States must be filed within six years after the right to sue starts.",ChatGPT,scotus,Syntax,structure,Voice,Good Structure,Voice,No Error,Same Information,No,2,,,1,False,,"[[[151, 191]]]","[[[150, 157]]]",,,False,False
ChatGPT_002,"While the Board argues that §2401(a) should not be interpreted to adopt a “challenger-by-challenger” approach, the standard accrual rule that §2401(a) exemplifies is plaintiff specific.","The Board argues that §2401(a) should not use a ""challenger-by-challenger"" method, but the standard accrual rule in §2401(a) is specific to the plaintiff.",ChatGPT,scotus,Lexical,substitution,Trivial Change,Trivial Substitution,,Trivial,Same Information,No,0,"[[101, 110]]","[[75, 82]]",0,False,,[],[],"approach,","method,",False,False
ChatGPT_002,"While the Board argues that §2401(a) should not be interpreted to adopt a “challenger-by-challenger” approach, the standard accrual rule that §2401(a) exemplifies is plaintiff specific.","The Board argues that §2401(a) should not use a ""challenger-by-challenger"" method, but the standard accrual rule in §2401(a) is specific to the plaintiff.",ChatGPT,scotus,Lexical,deletion,Trivial Change,Trivial Deletion,,Trivial,Generalization,No,0,"[[0, 5]]",,0,False,,[],[],While,,False,False
ChatGPT_002,"While the Board argues that §2401(a) should not be interpreted to adopt a “challenger-by-challenger” approach, the standard accrual rule that §2401(a) exemplifies is plaintiff specific.","The Board argues that §2401(a) should not use a ""challenger-by-challenger"" method, but the standard accrual rule in §2401(a) is specific to the plaintiff.",ChatGPT,scotus,Conceptual,insertion,,Trivial Insertion,,No Error,Elaboration,No,1,,"[[83, 86]]",0,False,,[],[],,but,False,False
ChatGPT_002,"While the Board argues that §2401(a) should not be interpreted to adopt a “challenger-by-challenger” approach, the standard accrual rule that §2401(a) exemplifies is plaintiff specific.","The Board argues that §2401(a) should not use a ""challenger-by-challenger"" method, but the standard accrual rule in §2401(a) is specific to the plaintiff.",ChatGPT,scotus,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[48, 71]]","[[42, 45]]",0,False,,[],[],be interpreted to adopt,use,True,False
ChatGPT_002,"While the Board argues that §2401(a) should not be interpreted to adopt a “challenger-by-challenger” approach, the standard accrual rule that §2401(a) exemplifies is plaintiff specific.","The Board argues that §2401(a) should not use a ""challenger-by-challenger"" method, but the standard accrual rule in §2401(a) is specific to the plaintiff.",ChatGPT,scotus,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[137, 143]]",0,False,,[],[],,to the,False,False
ChatGPT_002,"While the Board argues that §2401(a) should not be interpreted to adopt a “challenger-by-challenger” approach, the standard accrual rule that §2401(a) exemplifies is plaintiff specific.","The Board argues that §2401(a) should not use a ""challenger-by-challenger"" method, but the standard accrual rule in §2401(a) is specific to the plaintiff.",ChatGPT,scotus,Syntax,reorder,Trivial Change,Good Reorder,,Trivial,Same Information,No,0,"[[176, 185]]","[[128, 136]]",0,False,,[],[],specific.,specific,False,False
ChatGPT_003,"Importantly, contemporaneous dictionaries also explained that a cause of action accrues ""on [the] date that damage is sustained and not [the] date when causes are set in motion which ultimately produce injury.""","Importantly, dictionaries from that time said a cause of action starts on the date damage happens, not when the events leading to the damage begin.",ChatGPT,scotus,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[13, 28]]","[[26, 40]]",0,False,,[],[],contemporaneous,from that time,True,False
ChatGPT_003,"Importantly, contemporaneous dictionaries also explained that a cause of action accrues ""on [the] date that damage is sustained and not [the] date when causes are set in motion which ultimately produce injury.""","Importantly, dictionaries from that time said a cause of action starts on the date damage happens, not when the events leading to the damage begin.",ChatGPT,scotus,Lexical,deletion,Trivial Change,Trivial Deletion,,Trivial,Generalization,No,0,"[[42, 46]]",,0,False,,[],[],also,,False,False
ChatGPT_003,"Importantly, contemporaneous dictionaries also explained that a cause of action accrues ""on [the] date that damage is sustained and not [the] date when causes are set in motion which ultimately produce injury.""","Importantly, dictionaries from that time said a cause of action starts on the date damage happens, not when the events leading to the damage begin.",ChatGPT,scotus,Lexical,substitution,Trivial Change,Trivial Substitution,,Trivial,Same Information,No,0,"[[47, 61]]","[[41, 45]]",0,False,,[],[],explained that,said,False,False
ChatGPT_003,"Importantly, contemporaneous dictionaries also explained that a cause of action accrues ""on [the] date that damage is sustained and not [the] date when causes are set in motion which ultimately produce injury.""","Importantly, dictionaries from that time said a cause of action starts on the date damage happens, not when the events leading to the damage begin.",ChatGPT,scotus,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[80, 87]]","[[64, 70]]",0,False,,[],[],accrues,starts,True,False
ChatGPT_003,"Importantly, contemporaneous dictionaries also explained that a cause of action accrues ""on [the] date that damage is sustained and not [the] date when causes are set in motion which ultimately produce injury.""","Importantly, dictionaries from that time said a cause of action starts on the date damage happens, not when the events leading to the damage begin.",ChatGPT,scotus,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[103, 127]]","[[83, 98]]",0,False,,[],[],that damage is sustained,"damage happens,",True,False
ChatGPT_003,"Importantly, contemporaneous dictionaries also explained that a cause of action accrues ""on [the] date that damage is sustained and not [the] date when causes are set in motion which ultimately produce injury.""","Importantly, dictionaries from that time said a cause of action starts on the date damage happens, not when the events leading to the damage begin.",ChatGPT,scotus,Lexical,deletion,Trivial Change,Trivial Deletion,,Trivial,Generalization,No,0,"[[128, 131]]",,0,False,,[],[],and,,False,False
ChatGPT_003,"Importantly, contemporaneous dictionaries also explained that a cause of action accrues ""on [the] date that damage is sustained and not [the] date when causes are set in motion which ultimately produce injury.""","Importantly, dictionaries from that time said a cause of action starts on the date damage happens, not when the events leading to the damage begin.",ChatGPT,scotus,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[177, 210]]","[[119, 140]]",0,False,,[],[],"which ultimately produce injury.""",leading to the damage,True,False
ChatGPT_003,"Importantly, contemporaneous dictionaries also explained that a cause of action accrues ""on [the] date that damage is sustained and not [the] date when causes are set in motion which ultimately produce injury.""","Importantly, dictionaries from that time said a cause of action starts on the date damage happens, not when the events leading to the damage begin.",ChatGPT,scotus,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[152, 176]]","[[112, 118], [141, 147]]",0,False,,[],[],causes are set in motion,events | begin.,True,False
ChatGPT_004,"The Board leaves open the possibility that someone could bring an asapplied challenge to a rule when the agency relies on that rule in enforcement proceedings against that person, even if more than six years have passed since the rule’s promulgation.","The Board allows someone to challenge a rule when it is used against them in enforcement, even if more than six years have passed since the rule was made.",ChatGPT,scotus,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[10, 42]]","[[10, 16], [25, 27]]",0,False,,[],[],leaves open the possibility that,allows | to,False,False
ChatGPT_004,"The Board leaves open the possibility that someone could bring an asapplied challenge to a rule when the agency relies on that rule in enforcement proceedings against that person, even if more than six years have passed since the rule’s promulgation.","The Board allows someone to challenge a rule when it is used against them in enforcement, even if more than six years have passed since the rule was made.",ChatGPT,scotus,Lexical,substitution,Trivial Change,Trivial Substitution,,Trivial,Same Information,No,0,"[[167, 179]]","[[69, 73]]",0,False,,[],[],"that person,",them,False,False
ChatGPT_004,"The Board leaves open the possibility that someone could bring an asapplied challenge to a rule when the agency relies on that rule in enforcement proceedings against that person, even if more than six years have passed since the rule’s promulgation.","The Board allows someone to challenge a rule when it is used against them in enforcement, even if more than six years have passed since the rule was made.",ChatGPT,scotus,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[101, 158]]","[[50, 60]]",0,False,,[],[],the agency relies on that rule in enforcement proceedings,it is used,True,False
ChatGPT_004,"The Board leaves open the possibility that someone could bring an asapplied challenge to a rule when the agency relies on that rule in enforcement proceedings against that person, even if more than six years have passed since the rule’s promulgation.","The Board allows someone to challenge a rule when it is used against them in enforcement, even if more than six years have passed since the rule was made.",ChatGPT,scotus,Conceptual,insertion,,Trivial Insertion,,No Error,Elaboration,No,1,,"[[74, 89]]",0,False,,[],[],,"in enforcement,",True,False
